Life_Expectancy
3125,83.2674909109654
3025,79.1802586685211
573,79.81147607694
115,76.479092183122
1764,76.1252263547016
1123,80.0983484045891
2091,80.9751524885583
2466,85.1982056721367
2476,80.6595747785564
2347,84.1895807821544
309,81.4227389954404
2417,79.0009723546714
1864,77.4070007727965
903,79.5166084913556
2279,79.3306929930769
738,83.2167059925767
1077,81.0309379517398
2744,80.2355309180861
2135,79.1157006956135
3051,85.2635070598984
283,81.2758423170374
1129,82.471750206203
2743,83.0126548322975
125,83.2820542840235
2759,80.5856633821291
1096,84.7546732660375
745,80.426608898635
108,82.4566004418792
1324,78.8102132635293
407,78.2591374136977
482,76.2095078265126
2324,88.1724000483973
1705,80.3127134223077
1576,83.8811648257844
2082,80.5691564719787
2390,81.3661900440294
784,77.5292906166846
1619,82.8876040024421
471,83.8351012190274
2677,82.7568686700479
2196,79.4200082693514
900,81.9710422051634
3183,79.0437286581508
1462,79.5525569403543
48,82.4884055806359
1189,82.0301253934339
580,78.7558950342627
2812,81.2542958983154
949,80.7006467249082
2626,82.0475726301617
1879,84.4366263577786
754,85.9472451105401
2056,78.5923361567896
2048,83.675461062892
1851,80.4698990362434
23,82.932318426782
3137,78.6333720810014
2813,83.9013921428046
40,81.636640101445
11,76.8565839687016
497,82.0451025246183
2028,85.6725249050107
35,81.5283084246819
1998,82.3971313135212
611,84.5751265173832
620,83.5441244255022
2557,79.2613900485367
2014,83.0903920440168
3023,82.7545982486865
2382,80.483144791019
1023,80.7947704755564
2003,82.118714169666
212,77.0159135266333
2694,82.1566624585013
142,77.7983472859888
2198,80.5250893302776
1243,82.6136920005696
3100,81.1423958903503
2858,79.7777998351874
1329,78.4297555644012
2761,80.3754597447337
928,85.6718613717912
98,78.9509194146987
1401,78.2413176153662
2887,86.3897803935987
302,82.4865412376035
2971,78.3966239403331
277,82.6205875273903
710,82.1512289611043
776,79.9270749841982
1720,80.0092155305234
766,82.1134626278739
3175,77.4658648228802
683,81.8887076324633
3216,79.5657163561564
571,79.3320687648126
3009,83.4999370599248
162,82.1688654497446
2330,87.1171995834349
895,81.1229261065216
2153,81.8118898257305
3056,83.4206372043818
2919,80.8440878427498
3015,80.8492212783195
2553,83.5135669291958
204,76.2227042201381
875,76.9810363564611
1338,82.0441301943892
1835,79.9760311786772
2768,81.4899992671932
1959,81.5397570738408
1408,80.5603284585339
1535,82.3628180087868
727,82.4790634357131
2008,84.215187312151
392,77.1043421017471
2152,77.2011342701764
1372,82.9383158154605
2066,86.9849338881896
238,78.6562915186165
822,80.9169472502527
1771,81.1705530862731
552,78.584298570395
2429,80.1822291414603
1500,80.2296666873427
1966,81.1226130408865
1241,82.3423841621994
1642,80.5792510642941
956,79.9626345880192
810,80.4611882814102
388,80.3798839625432
1538,79.1329307298293
2109,81.7555275472241
1399,80.7650561666259
1267,91.634296090266
2884,83.4787284513431
2809,79.0973551561322
889,83.642072694527
1140,81.7900893262552
2856,79.5055390685539
2283,81.9252892516236
122,80.3204950210086
2241,82.5335133078663
1898,83.0393936000781
2127,83.1138250433583
12,77.8396791502315
1820,75.8074206963819
890,83.268771728704
3168,78.2211916900577
698,83.2667361186773
954,79.5853197005792
99,85.57813079634
1194,79.3454276635032
299,79.2512582834607
1894,79.5316085687072
366,86.4971773188928
2788,84.1978550550548
2362,80.9048384241782
2026,79.3055557176409
374,81.5150664669337
1095,82.044826735017
1326,78.3242346448951
1758,83.0675891955346
704,81.8063646350763
1475,79.8660527348574
2156,77.4326392511735
2238,88.006361092598
547,82.5520806121673
1130,83.8366951399355
1527,77.2039933660658
2405,82.1646474844406
2641,83.9354261611981
3169,79.3213263266361
2323,85.9013517014241
1013,84.7832795011645
2789,82.96800898613
191,77.2474966537967
2180,79.3825012157707
855,80.3159393619848
2821,80.7887907763246
1854,81.735688473779
1303,78.5251293410681
2981,88.5152751294115
2642,80.5525887003248
1724,79.1969286229061
1470,79.5093107238972
431,81.9258194382738
3116,82.6223217435863
3008,81.1073288847339
622,83.4181030190819
1387,80.2477317445893
915,83.1196929007488
144,78.6081620010969
948,81.3450954538981
2870,81.1387681347309
1728,79.0272362983645
203,76.1598232994507
3084,81.568558610173
2721,87.0687177063709
333,82.0729532892084
15,75.4084237249388
913,77.6329583081382
411,78.2576064000662
1920,79.8105483582219
649,80.8002941666941
3115,82.6750801282258
397,79.2700870428678
2643,83.1534083582032
1655,82.4765613205438
2322,85.1477885652271
1776,79.8262147778451
921,83.0529682601139
442,81.4705018861075
1963,78.5362119711547
1779,79.7991406939601
1204,78.4744890135166
